Query	ChatId	UserId	Num	BotAnsw	BotHelp	BotAnswer	Time	Answer
"Добрый день! ООО в 2024 году выдало займ ИП по договору займа под 1% ВОПРООС:
В каком размере нужно заплатить налог -от 1%?"	14846649	16709547	1	0	0	"ОТВЕТ НА ВОПРОС ПОЛЬЗОВАТЕЛЯ:

* При выдаче займа ИП под 1% возникает материальная выгода от экономии на процентах, которая облагается НДФЛ. Это подтверждается текстом: ""При выдаче беспроцентного займа физлицу в натуральной форме возникает материальная выгода от экономии на процентах. С 2024 года матвыгода облагается НДФЛ"" (Заголовок: ""НДФЛ. При выдаче беспроцентного займа физлицу в натуральной форме возникает материальная выгода от экономии на процентах"", ссылка: https://vip.1gl.ru?#/document/86/814987/)

* Налог нужно платить не с 1%, а с материальной выгоды, которая рассчитывается как разница между рыночной ставкой и ставкой по договору (1%). Это следует из текста: ""При выдаче займа ИП безопаснее удержать НДФЛ"" (Заголовок: ""НДФЛ. При выдаче беспроцентного займа физлицу в натуральной форме возникает материальная выгода от экономии на процентах"", ссылка: https://vip.1gl.ru?#/document/86/814987/)

* Важно отметить, что сама сумма займа и материальная выгода не облагаются страховыми взносами, что подтверждается текстом: ""Выданный заем, а также материальная выгода от экономии на процентах не облагаются страховыми взносами"" (Заголовок: ""Страховые взносы"", ссылка: https://vip.1gl.ru?#/document/86/814987/)"	100,6559474	"1. Заголовок текста: Как рассчитать материальную выгоду от экономии на процентах по займам  
   Фрагмент текста: Матвыгода от экономии на процентах за пользование кредитными средствами, предоставленными на условиях программ государственной поддержки, освобождена от НДФЛ. Льготу применят, если сумма процентов по договору превысит сумму, исчисленную исходя из 2/3 ключевой ставки ЦБ. В противном случае разница между суммой процентов по ставке из госпрограммы и суммой процентов по договору признается доходом и облагается НДФЛ.  
   Ссылка на текст: https://vip.1gl.ru?#/document/86/806397/

2. Заголовок текста: Как рассчитать, заплатить и учесть НДФЛ с материальной выгоды от экономии на процентах по займам  
   Фрагмент текста: Когда организация или предприниматель выдает физлицу заем на льготных условиях — под низкий процент или беспроцентный, у него появляется доход в виде материальной выгоды. Облагаемый НДФЛ доход возникает, если выполнено одно из условий: заем выдал работодатель, взаимозависимое лицо или лицо, взаимозависимое по отношению к работодателю; экономия на процентах — это матпомощь или встречное исполнение обязательства перед физлицом (оплата за товары, работы, услуги).  
   Ссылка на текст: https://vip.1gl.ru?#/document/16/187237/

3. Заголовок текста: Как рассчитать материальную выгоду от экономии на процентах по займам  
   Фрагмент текста: Расчет матвыгоды зависит от того, в какой валюте выдан заем или кредит. По рублевым займам матвыгоду определяйте с учетом 2/3 ключевой ставки ЦБ, а по займам в иностранной валюте — с учетом ставки 9 процентов годовых. С 8 августа 2024 года имеет значение дата заключения договора займа.  
   Ссылка на текст: https://vip.1gl.ru?#/document/86/806397/

4. Заголовок текста: Как рассчитать, заплатить и учесть НДФЛ с материальной выгоды от экономии на процентах по займам  
   Фрагмент текста: НДФЛ с матвыгоды не удерживайте с месяца, в котором получили два документа: заявление о вычете от работника и подтверждение права на вычет от налогового органа. Если до этого месяца организация удерживала налог с материальной выгоды, считайте его излишне удержанным. В таком случае переплату по НДФЛ верните сотруднику по заявлению.  
   Ссылка на текст: https://vip.1gl.ru?#/document/16/187237/"
Добрый день! Как рассчитать среднесписочную численность в разделе 2 отчета ефс-1?	14846674	21501536	1	0	0	"ОТВЕТ НА ВОПРОС ПОЛЬЗОВАТЕЛЯ:

* Среднесписочную численность в разделе 2 формы ЕФС-1 нужно указывать за период с начала года по день окончания отчетного периода (Цитата: ""Среднесписочную численность в разделе 2 формы ЕФС-1 приведите за период с начала года по день окончания отчетного периода"", из текста ""Как заполнить и сдать сведения о взносах на травматизм по форме ЕФС-1"", https://vip.1gl.ru?#/document/16/191236/)

* При расчете используйте правила, установленные в указаниях Росстата (Цитата: ""Правила расчета среднесписочной численности примените такие же, как для статистических отчетов. Это установлено в пункте 159 Порядка, утвержденного приказом СФР от 17.11.2023 № 2281"", из текста ""Как заполнить и сдать сведения о взносах на травматизм по форме ЕФС-1"", https://vip.1gl.ru?#/document/16/191236/)

* Порядок расчета включает следующие этапы:
- определение списочной численности сотрудников на каждый день месяца
- расчет среднесписочной численности сотрудников с полным рабочим днем за каждый месяц
- расчет среднесписочной численности сотрудников с неполным рабочим днем за каждый месяц
- определение среднесписочной численности за каждый месяц периода
- расчет среднесписочной численности за период
(Цитата: ""Чтобы определить среднесписочную численность за какой-либо период (квартал, девять месяцев, год), рассчитайте последовательно: списочную численность сотрудников на каждый день месяца..."", из текста ""Инструкция: как и когда рассчитать среднюю и среднесписочную численность"", https://vip.1gl.ru?#/document/16/188908/)

* В расчет включаются все сотрудники, работающие по трудовым договорам (Цитата: ""В списочную численность сотрудников за каждый календарный день включайте всех сотрудников, с которыми заключен трудовой договор"", из текста ""Инструкция: как и когда рассчитать среднюю и среднесписочную численность"", https://vip.1gl.ru?#/document/16/188908/)"	87,85091805	"1. Заголовок текста: Как заполнить сведения о взносах на травматизм по форме ЕФС-1  
   Фрагмент текста: Среднесписочную численность в разделе 2 формы ЕФС-1 приведите за период с начала года по день окончания отчетного периода. Правила расчета среднесписочной численности примените такие же, как для статистических отчетов. Это установлено в пункте 159 Порядка, утвержденного приказом СФР от 17.11.2023 № 2281. Правила расчета среднесписочной численности установлены в пунктах 16-27 указаний, утвержденных приказом Росстата от 16.12.2024 № 647. Как рассчитать среднесписочную численность, а также примеры ее расчета – в рекомендации.  
   Ссылка на текст: https://vip.1gl.ru?#/document/86/838470/

2. Заголовок текста: Как отразить численность в разделе 2 формы ЕФС-1  
   Фрагмент текста: Правила расчета среднесписочной численности примените такие же, как для статистических отчетов. Это установлено в пункте 159 Порядка, утвержденного приказом СФР от 17.11.2023 № 2281. Правила расчета среднесписочной численности установлены в пунктах 16-27 указаний, утвержденных приказом Росстата от 16.12.2024 № 647.  
   Ссылка на текст: https://vip.1gl.ru?#/document/86/838518/"
Добрый день! ИП (УСН 6%) розничная торговля запчастями на патенте (Кемеровская область-Кузбасс). Продажа сельскохозяйственных товаров - какая система НО? УСН или патент?	14846697	4441543	1	0	0	('НЕТ ОТВЕТА',)	129,7306819	"1. Заголовок текста: Что такое патентная система налогообложения для предпринимателя  
   Фрагмент текста: Патентная система (ПСН) – это самостоятельный режим налогообложения для ИП. Этот режим не могут применять организации и граждане – не индивидуальные предприниматели. Получить патент можно только на определенные виды деятельности (ст. 346.43 НК). Например, розничную торговлю, общепит, автомобильные перевозки, аренду, ремонт автомобилей. Если предприниматель планирует одновременно заниматься несколькими патентными видами деятельности, то должен получить патент на каждый (письмо Минфина от 07.05.2019 № 03-11-11/33119).  
   Ссылка на текст: https://vip.1gl.ru?#/document/86/792679/

2. Заголовок текста: Что такое патентная система налогообложения для предпринимателя  
   Фрагмент текста: Предприниматель вправе перейти на ПСН, если доходы с начала календарного года не превысили 60 млн руб.  
   Ссылка на текст: https://vip.1gl.ru?#/document/86/792679/

3. Заголовок текста: Как при утрате права на патент подать заявление и заплатить налоги  
   Фрагмент текста: Если на дату утраты права на ПСН срок действия каких-то патентов уже истек, утрата права по ним не возникает, налоговые обязательства «задним» числом не пересчитывают.  
   Ссылка на текст: https://vip.1gl.ru?#/document/86/792840/

4. Заголовок текста: Как вести книгу учета доходов ИП на патенте  
   Фрагмент текста: Если предприниматель реализует материалы не отдельным договором, а прописывает их в акте выполненных работ как часть своих затрат, розничная торговля материалами не возникает, поскольку стоимость материалов включена в стоимость работ. Значит, выручку от реализации расходников можно учесть в рамках патента на монтажные работы (письмо Минфина от 19.12.2014 № 03-11-12/65757).  
   Ссылка на текст: https://vip.1gl.ru?#/document/16/144130/

5. Заголовок текста: Как вести книгу учета доходов ИП на патенте  
   Фрагмент текста: Доходы от видов деятельности, не подпадающих под ПСН, в книгу не вносите. Записи вносите в книгу учета в хронологическом порядке на основании первичных документов (п. 1, 10 приложения 6 к приказу ФНС от 07.11.2023 № ЕА-7-3/816@).  
   Ссылка на текст: https://vip.1gl.ru?#/document/16/144130/"
Добрый день, какой штраф за не выплату отпускных?	14846679	22019612	1	1	1	"ОТВЕТ НА ВОПРОС ПОЛЬЗОВАТЕЛЯ:

* За нарушение сроков выплаты отпускных организации грозит штраф до 50 000 рублей, а руководителю или должностному лицу - до 20 000 рублей. При повторном нарушении штрафы увеличиваются, а директора могут дисквалифицировать (Текст ""Можно ли выплатить отпускные одновременно с заработной платой"", https://vip.1gl.ru?#/document/12/295348/: ""Трудовая инспекция вправе оштрафовать организацию за нарушение на сумму до 50 000 руб. Руководителю или иному должностному лицу грозит штраф до 20 000 руб. За повторное нарушение штрафы больше, а директора могут дисквалифицировать"")

* Помимо штрафа, работодатель обязан выплатить работнику проценты за задержку отпускных (Текст ""Сервис для расчета срока выплаты отпускных"", https://vip.1gl.ru?#/document/16/132411/: ""Если нарушить правила их выплаты, работодателю придется заплатить проценты за задержку и штраф"")

* Правомерность таких штрафов подтверждается судебной практикой (Текст ""Можно ли выплатить отпускные одновременно с заработной платой"", https://vip.1gl.ru?#/document/12/295348/: ""Есть решения судов, которые подтверждают правомерность штрафов (апелляционное определение Саратовского областного суда от 02.04.2015 по делу № 33-1840/2015)"")"	75,80720973	"1. Заголовок текста: Можно ли выплатить отпускные одновременно с заработной платой  
   Фрагмент текста: Трудовая инспекция вправе оштрафовать организацию за нарушение на сумму до 50 000 руб. Руководителю или иному должностному лицу грозит штраф до 20 000 руб. За повторное нарушение штрафы больше, а директора могут дисквалифицировать. Есть решения судов, которые подтверждают правомерность штрафов (апелляционное определение Саратовского областного суда от 02.04.2015 по делу № 33-1840/2015).  
   Ссылка на текст: https://vip.1gl.ru?#/document/12/295348/

2. Заголовок текста: Как выплатить отпускные  
   Фрагмент текста: Если срок выплаты заработной платы позднее, одновременная выплата несет за собой риски штрафов.  
   Ссылка на текст: https://vip.1gl.ru?#/document/16/56058/

3. Заголовок текста: Как выплатить отпускные  
   Фрагмент текста: За задержку отпускных также придется выплатить компенсацию, причина задержки не важна.  
   Ссылка на текст: https://vip.1gl.ru?#/document/16/56058/

4. Заголовок текста: Как выплатить отпускные  
   Фрагмент текста: ГИТ может оштрафовать работодателя, если нарушить правило «трех дней». Даже если работник напишет в заявлении, что готов получить отпускные позже срока, это не защитит от претензий инспекторов.  
   Ссылка на текст: https://vip.1gl.ru?#/document/16/56058/

5. Заголовок текста: Как выплатить отпускные  
   Фрагмент текста: Выплачивать отпускные надо за три дня до начала отпуска. В рекомендации – какие дни учитывать при расчете трех дней, а также какой штраф за нарушение срока выплаты отпускных.  
   Ссылка на текст: https://vip.1gl.ru?#/document/16/56058/"
Добрый день! Вопрос по контролируемым сделкам. Если местом перехода права собственности является Россия при поступлении импортного товара(поле 3.6 уведомления), то код какой страны должен быть указан в п. 3.6.1 по классификатору ОКСМ?	14846705	18708768	1	0	0	"НЕТ ОТВЕТА

В предоставленных материалах отсутствует конкретная информация о том, какой код страны по классификатору ОКСМ должен быть указан в п. 3.6.1 уведомления о контролируемых сделках при условии, что местом перехода права собственности является Россия при поступлении импортного товара. 

В текстах содержится только общая информация о заполнении уведомления о контролируемых сделках в части компенсации расходов, но нет данных о заполнении кодов стран в пункте 3.6.1."	116,8258243	Error
Добрый день! Обязан ли работодатель возмещать или оплачивать своим работникам прохождение санминимума?	14846683	20398017	1	0	0	"В предоставленных материалах (Аналитической записке и Текстах материалов) нет конкретной информации об обязанностях работодателя по оплате санминимума работникам. Единственный предоставленный текст материалов касается штрафов за ошибки в СЗВ-М, что не относится к заданному вопросу.

НЕТ ОТВЕТА"	93,45376444	Error
Здравствуйте. ООО на УСН (доходы) оплачивает отдых за границей директору за счет компании. Как избежать удержания НДФЛ?	14846688	332513	1	0	0	('НЕТ ОТВЕТА',)	85,21007347	Error
Добрый день. Может ли работодатель установить максимальную северную надбавку работнику , неимеющему северного стажа?	14846701	16568032	1	0	0	"ОТВЕТ НА ВОПРОС ПОЛЬЗОВАТЕЛЯ:

* Да, работодатель имеет право установить максимальную северную надбавку работнику, не имеющему северного стажа, так как право на северную надбавку имеют все сотрудники, работающие в районах Крайнего Севера и приравненных к ним местностях (""Право на «северную надбавку» имеют сотрудники, которые работают в районах Крайнего Севера и приравненных к ним местностях и иных территориях с особыми климатическими условиями"" - Заголовок текста: ""Какие сотрудники имеют право на «северные» надбавки"", ссылка: https://vip.1gl.ru?#/document/86/479836/)

* При этом стандартный порядок начисления надбавки предполагает постепенное увеличение процента в зависимости от стажа работы (""Размер северной надбавки зависит от стажа работы на Севере. В него входят все периоды работы в северных регионах, которые перечислили в трудовой книжке работника или в сведениях о трудовой деятельности"" - Заголовок текста: ""Зависит ли надбавка за работу в районах Крайнего Севера от стажа работы сотрудника в данном регионе"", ссылка: https://vip.1gl.ru?#/document/86/479839/)

* Размер надбавки зависит от трех факторов: ""от района, в котором работает сотрудник; возраста работника; стажа работы"" (Заголовок текста: ""Как определить процентную надбавку в районах Крайнего Севера и приравненных районах"", ссылка: https://vip.1gl.ru?#/document/86/479229/)"	105,861517	"1. Заголовок текста: Зависит ли надбавка за работу в районах Крайнего Севера от стажа работы сотрудника в данном регионе  
   Фрагмент текста: Размер северной надбавки зависит от стажа работы на Севере. В него входят все периоды работы в северных регионах, которые перечислили в трудовой книжке работника или в сведениях о трудовой деятельности. Он суммируется независимо от количества и продолжительности перерывов в работе и причин расторжения трудового договора.  
   Ссылка на текст: https://vip.1gl.ru?#/document/86/479839/

2. Заголовок текста: Как рассчитать надбавку за работу на Крайнем Севере  
   Фрагмент текста: Сотрудникам, работающим в районах Крайнего Севера и приравненных к ним местностях полагается надбавка за стаж работы. В стаж для надбавки входят все периоды работы на Севере, которые есть в трудовой книжке сотрудника или сведениях о трудовой деятельности.  
   Ссылка на текст: https://vip.1gl.ru?#/document/16/124366/

3. Заголовок текста: Зависит ли надбавка за работу в районах Крайнего Севера от стажа работы сотрудника в данном регионе  
   Фрагмент текста: Кроме периодов работы в северных регионах, в стаж включают периоды: повышения квалификации или переподготовки кадров с отрывом от производства до шести месяцев. Такое обучение может происходить за пределами района, где начисляется северная надбавка; работы или оплачиваемой производственной практики студентов вузов и учащихся средних специальных и других учебных заведений на предприятиях, которые находятся в северных регионах;...  
   Ссылка на текст: https://vip.1gl.ru?#/document/86/479839/

4. Заголовок текста: Как рассчитать надбавку за работу на Крайнем Севере  
   Фрагмент текста: Размер процентной надбавки сотрудников моложе 30 лет зависит от того, сколько сотрудник прожил на «северной» территории. Если меньше года – применяйте общий порядок расчета, если больше года – ускоренный.  
   Ссылка на текст: https://vip.1gl.ru?#/document/16/124366/"
Как проверить учет на налоговые риски	14846720	21867452	1	0	0	"ОТВЕТ НА ВОПРОС ПОЛЬЗОВАТЕЛЯ:

* Проведите самодиагностику по методике ФНС для оценки надежности компании (""Чтобы оценить налоговые риски, важно понимать, как проверяющие оценивают надежность вашей компании. Для этого стоит провести самодиагностику по методике ФНС"" - Заголовок ""Надежность компании"", https://vip.1gl.ru?#/document/16/192473/)

* Используйте базу решений ФНС для проверки учета (""Совместно с Управлением камерального контроля ФНС сделали базу решений, которые помогут избежать штрафов за ошибки в отчетности"" - Заголовок ""База решений"", https://vip.1gl.ru?#/document/16/192473/)

* Запросите выписку из личного кабинета налогоплательщика для анализа оценки ФНС (""Выяснить, как налоговики оценивают финансово-хозяйственную деятельность вашей организации, можно, если запросить в своем личном кабинете на сайте ФНС выписку"" - Заголовок ""Выписка из личного кабинета"", https://vip.1gl.ru?#/document/16/192473/)

* Проверьте соответствие основным критериям надежности, таким как:
- отсутствие задолженности по платежам
- отсутствие процедур банкротства
- отсутствие противоречий в декларациях по НДС
(""На первом этапе оценивают соответствие базовым критериям, которые свидетельствуют о самостоятельности компании и отсутствии предпосылок к банкротству или ликвидации"" - Заголовок ""Как проверить учет на налоговые риски по методике ФНС"", https://vip.1gl.ru?#/document/16/192473/)

* Используйте навигатор по налоговым рискам для анализа актуальной судебной практики (""Основа любого налогового планирования – оценка рисков. Они возникают везде, где есть отличия в налоговых ставках, учете доходов или расходов"" - Заголовок ""Навигатор по рискам"", https://vip.1gl.ru?#/document/16/192473/)"	143,7447159	"1. Заголовок текста: Как проверить налоговые риски в работе с контрагентом  
   Фрагмент текста: Запросите у контрагента документы, которые подтверждают его реальность, наличие ресурсов и деловую репутацию. Чтобы запрос не напугал контрагента, согласуйте заранее, что направите его. Объясните, что это формальность и вы не можете без этого, иначе вам потом откажут в налоговых вычетах.  
   Ссылка на текст: https://vip.1gl.ru?#/document/16/180213/

2. Заголовок текста: Как проверить налоговые риски в работе с контрагентом  
   Фрагмент текста: Проверьте контрагента в реестре fedresurs.ru по вкладкам «Лица», «Обременения», «Концессии», «Торги». Скачайте pdf-выписку, сделайте скриншоты и заверьте текущей датой. Обычно в этом реестре нет дополнительной информации по некрупным контрагентам, но проверка не займет много времени. Документы с «Федресурса» станут дополнительным подтверждением вашей добросовестности.  
   Ссылка на текст: https://vip.1gl.ru?#/document/16/180213/

3. Заголовок текста: Как проверить налоговые риски в работе с контрагентом  
   Фрагмент текста: Чтобы подтвердить надежность контрагента, проверьте его споры с другими компаниями, запланированные проверки госорганов, неисполненные госконтракты. Посмотрите отчетность в сервисе ГИР Бухгалтерской отчетности.  
   Ссылка на текст: https://vip.1gl.ru?#/document/16/180213/

4. Заголовок текста: Как проверить налоговые риски в работе с контрагентом  
   Фрагмент текста: Проверьте, есть ли бухгалтерская отчетность контрагента в сервисе Государственный информационный ресурс бухгалтерской отчетности – bo.nalog.ru. Если контрагент сдавал отчетность, посмотрите, есть ли активы, посоветуйтесь с бухгалтером. Распечатайте скриншоты из сервиса и отчетность, заверьте текущей датой.  
   Ссылка на текст: https://vip.1gl.ru?#/document/16/180213/

5. Заголовок текста: Как проверить налоговые риски в работе с контрагентом  
   Фрагмент текста: Если ваши контрагенты – некрупные компании, есть риск, что налоговая усомнится в сделках. Инспекторы заподозрят, что сделки были только на бумаге, вы «нарисовали» расходы компании, чтобы уменьшить доходы и заплатить меньше налогов.  
   Ссылка на текст: https://vip.1gl.ru?#/document/16/180213/

6. Заголовок текста: Как проверить налоговые риски в работе с контрагентом  
   Фрагмент текста: Соберите документы, которые подтвердят, почему выбрали именно этого контрагента. Это может быть информация с сайта, сравнение с другими контрагентами – по ценам, условиям доставки, квалификации.  
   Ссылка на текст: https://vip.1gl.ru?#/document/16/180213/

7. Заголовок текста: Как проверить налоговые риски в работе с контрагентом  
   Фрагмент текста: Если контрагента там нет – это дополнительное доказательство, что у вас не было оснований сомневаться.  
   Ссылка на текст: https://vip.1gl.ru?#/document/16/180213/

8. Заголовок текста: Как проверить налоговые риски в работе с контрагентом  
   Фрагмент текста: Налоговая не может оштрафовать компанию только за то, что вы не проверили контрагента. Проблемы возникают, когда инспекторы подозревают, что вы заключили договор с «технической компанией».  
   Ссылка на текст: https://vip.1gl.ru?#/document/16/180213/

9. Заголовок текста: Как проверить налоговые риски в работе с контрагентом  
   Фрагмент текста: Вам придется обосновать, почему руководитель выбрал определенного контрагента. Документы, которые сделали после заключения сделки, не подойдут.  
   Ссылка на текст: https://vip.1gl.ru?#/document/16/180213/

10. Заголовок текста: Как проверить налоговые риски в работе с контрагентом  
    Фрагмент текста: Если же в ЕГРЮЛ неактуальный адрес, нужно подать в инспекцию заявление по форме Р13014 и в нем указать новый адрес.  
    Ссылка на текст: https://vip.1gl.ru?#/document/16/180213/"
Здравствуйте. Покупатель юр лицо из Беларусии. Что указать в кассовом чеке вместо ИНН?	14846708	4637599	1	0	0	"НЕТ ОТВЕТА

Предоставленные материалы содержат информацию об ИНН кассира в кассовом чеке, но не отвечают на вопрос о том, что указывать вместо ИНН покупателя-юридического лица из Беларуси. Это разные реквизиты кассового чека, и для корректного ответа необходимы материалы, касающиеся правил оформления кассовых чеков для иностранных юридических лиц или конкретно для покупателей из Беларуси."	81,80475926	"1. Заголовок текста: В каких случаях указывать в чеке наименование и ИНН покупателя  
   Фрагмент: В печатной форме такой реквизит можно указывать по желанию. ИНН покупателя (тег 1228 для ФФД 1.05 и 1.1) обязательно указывать как в печатной, так и в электронной форме чека.  
   Ссылка на текст: https://vip.1gl.ru?#/document/86/828565/  

2. Заголовок текста: В каких случаях указывать в чеке наименование и ИНН покупателя  
   Фрагмент: Наименование покупателя или клиента (тег 1227 для ФФД 1.05 и 1.1) обязательно указывать только в электронной форме чека, который направляется в ФНС. В печатной форме такой реквизит можно указывать по желанию. ИНН покупателя (тег 1228 для ФФД 1.05 и 1.1) обязательно указывать как в печатной, так и в электронной форме чека.  
   Ссылка на текст: https://vip.1gl.ru?#/document/86/828565/  

3. Заголовок текста: В каких случаях указывать в чеке наименование и ИНН покупателя  
   Фрагмент: Во-вторых, информацию о клиенте должны указывать организации и ИП: при выплате выигрышей при проведении азартных игр (за исключением казино и залов игровых автоматов); при выплате выигрыша в лотерею при сумме расчета, равной или превышающей 15000 руб.  
   Ссылка на текст: https://vip.1gl.ru?#/document/86/828565/  

4. Заголовок текста: В каких случаях указывать в чеке наименование и ИНН покупателя  
   Фрагмент: Обратите внимание: если при продаже маркированных товаров в чеке не указать сведения о покупателе, проданный товар выбывает из оборота. Поэтому указывайте этот реквизит при продаже организациям и ИП обязательно.  
   Ссылка на текст: https://vip.1gl.ru?#/document/86/828565/  "
Добрый день. Оплата за организацию-покупателя наших услуг поступила от физического лица. В назначении платежа указано,что оплата за организацию и ИНН организации. Нужно ли нам пробивать чек на приход в кассе нашей организации?	14846711	17982610	1	0	0	"ОТВЕТ НА ВОПРОС ПОЛЬЗОВАТЕЛЯ:

* Нет, пробивать чек не нужно, так как оплата поступила от физического лица за организацию-покупателя. В данном случае расчеты происходят между юридическими лицами, что подтверждается тем, что ""В момент реализации в счет аванса акты о выполненных работах, оказанных услугах подписывает организация – покупатель"" (Заголовок текста: ""Нужно ли пробить чек на зачет аванса, если оплата поступила от физлица за организацию – покупателя по договору"", ссылка: https://vip.1gl.ru?#/document/12/300763/)

* Это подтверждается тем, что ""Расчеты между организациями и ИП требуют применения ККТ, только если оплата была наличными или с предъявлением электронного средства платежа. Зачет аванса или предоплаты не относится к таким расчетам, поэтому пробивать чеки при таком расчете не нужно. При этом не имеет значения, каким способом изначально поступил аванс – наличными или безналичными"" (Заголовок текста: ""Как применять ККТ при получении, зачете и возврате аванса или предоплаты"", ссылка: https://vip.1gl.ru?#/document/16/71000/)

* Даже если рассматривать данный платеж как ошибочный (поступление от физлица вместо организации), то ""Если деньги от физлица поступили по ошибке, а реализации ему товаров, работ, услуг не было, это не расчеты в рамках Закона от 22.05.2003 № 54-ФЗ"" (Заголовок текста: ""Нужно ли пробивать чек ККТ на ошибочно поступившие деньги от физлиц"", ссылка: https://vip.1gl.ru?#/document/12/552629/)"	96,99428821	"1. Заголовок текста: Кто должен применять ККТ при безналичных расчетах  
   Фрагмент текста: Если же организация или ИП производит оплату банковской картой – это расчеты с предъявлением ЭСП. В этом случае применять ККТ нужно. Это следует из пункта 2.2 статьи 1.2, пункта 9 статьи 2 Закона от 22.05.2003 № 54-ФЗ, пункта 1 статьи 862 ГК, пункта 1.1 главы 1 положения ЦБ от 29.06.2021 № 762-П.  
   Ссылка на текст: https://vip.1gl.ru?#/document/86/828550/

2. Заголовок текста: Как применять ККТ при безналичных расчетах  
   Фрагмент текста: Когда получаете безналичную оплату от физлиц, нужно пробивать чеки. Способ безналичной оплаты не имеет значения, кассу нужно применять в любом случае.  
   Ссылка на текст: https://vip.1gl.ru?#/document/16/189921/

3. Заголовок текста: Как применять ККТ при безналичных расчетах  
   Фрагмент текста: Если же предприниматель платит с текущего счета, то имеет место расчет с физлицом, а не с предпринимателем. Поэтому ККТ применяйте в том же порядке, как при расчетах с физлицами.  
   Ссылка на текст: https://vip.1gl.ru?#/document/16/189921/

4. Заголовок текста: Как применять ККТ при безналичных расчетах  
   Фрагмент текста: Чеки пробивать не требуется вовсе, если расчеты освобождены от ККТ при любом способе оплаты (см. перечень случаев, когда применять ККТ не требуется).  
   Ссылка на текст: https://vip.1gl.ru?#/document/16/189921/

5. Заголовок текста: Как применять ККТ при безналичных расчетах  
   Фрагмент текста: Исключение – налогоплательщики, которые вправе не применять ККТ при безналичных платежах (п. 13 ст. 2 Закона от 22.05.2003 № 54-ФЗ).  
   Ссылка на текст: https://vip.1gl.ru?#/document/16/189921/"
